epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
  347,    18,           421.97,           406.95,           15.019,       1.0815e-05,           3.8755,           406.95
  347,    19,           372.16,           368.44,           3.7244,       2.2298e-05,           1.9299,           368.44
  347,    20,           543.04,           540.42,           2.6181,       0.00015132,           1.6181,           540.42
  347,    21,           362.13,           362.06,         0.063612,          0.15733,          0.25221,           362.06
  347,    22,           457.06,           449.43,           7.6367,          0.32163,           2.7635,           449.43
  347,    23,           106.04,           106.04,        0.0047696,        4.667e-06,         0.069063,           106.04
  347,    24,           364.18,           360.12,           4.0608,       1.9356e-05,           2.0151,           360.12
  347,    25,           240.76,           239.95,          0.81153,       1.2057e-05,          0.90085,           239.95
  347,    26,           278.62,           278.58,         0.042324,          0.91998,          0.20573,           278.58
  347,    27,            179.5,           174.36,           5.1399,         0.036744,           2.2671,           174.36
  347,    28,           493.47,           488.68,           4.7864,          0.11421,           2.1878,           488.68
  348,     1,            98.78,            92.82,             5.96,       2.6182e-06,           2.4413,            92.82
  348,     2,           300.13,           299.82,          0.30595,       1.5714e-05,          0.55313,           299.82
  348,     3,           381.71,           381.58,          0.12615,          0.11085,          0.35518,           381.58
  348,     4,            258.8,           258.58,          0.22313,         0.041265,          0.47237,           258.58
  348,     5,           348.25,           347.93,          0.32229,       1.9583e-05,          0.56771,           347.93
  348,     6,           123.59,           123.59,       0.00038025,        2.416e-05,           0.0195,           123.59
  348,     7,           399.11,           397.54,           1.5644,          0.90037,           1.2508,           397.54
  348,     8,           423.06,           422.82,          0.24282,        0.0001673,          0.49277,           422.82
  348,     9,           639.51,            639.2,           0.3136,           1.7062,             0.56,            639.2
  348,    10,           231.74,           229.22,           2.5268,         0.083899,           1.5896,           229.22
  348,    11,           255.48,           238.31,           17.172,         0.054421,           4.1439,           238.31
  348,    12,           283.05,           281.74,           1.3129,       2.2132e-05,           1.1458,           281.74
  348,    13,           247.39,           238.62,           8.7682,       1.6944e-05,           2.9611,           238.62
  348,    14,           334.41,           334.41,       0.00093132,       1.0478e-05,         0.030518,           334.41
  348,    15,            205.3,           205.28,         0.023011,           1.0313,          0.15169,           205.28
